slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
horse-name-generator,Horse Name Generator,Name Generators,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
twitter-name-generator,Twitter/X Name Generator,Creative & Story Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
snapchat-name-generator,Snapchat Name Generator,Creative & Story Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
linkedin-headline-generator,LinkedIn Headline Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
bio-generator,Bio Generator,Bio & Caption Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
slogan-generator,Slogan Generator,Business & Brand Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
wifi-name-generator,WiFi Name Generator,Random Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
color-name-generator,Color Name Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
hex-color-generator,Hex Color Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
rgb-generator,RGB Color Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
ai-prompt-generator,AI Prompt Generator,AI Text & Writing Generators,noindex,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
midjourney-prompt-generator,Midjourney Prompt Generator,AI Text & Writing Generators,noindex,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
passphrase-generator,Passphrase Generator,Utility Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
pin-generator,PIN Generator,Utility Generators,noindex,yes,basic,basic,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
api-key-generator,API Key Generator,Developer & Web Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
privacy-policy-generator,Privacy Policy Generator,SEO & Marketing Generators,noindex,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
terms-generator,Terms and Conditions Generator,SEO & Marketing Generators,noindex,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
cookie-policy-generator,Cookie Policy Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
disclaimer-generator,Disclaimer Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
open-graph-generator,Open Graph Tag Generator,SEO & Marketing Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
twitter-card-generator,Twitter Card Generator,SEO & Marketing Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
youtube-description-generator,YouTube Description Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
tiktok-caption-generator,TikTok Caption Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
css-button-generator,CSS Button Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
box-shadow-generator,CSS Box Shadow Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
border-radius-generator,CSS Border Radius Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
regex-generator,Regex Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
cron-expression-generator,Cron Expression Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
random-letter-generator,Random Letter Generator,Random Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
random-question-generator,Random Question Generator,Random Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
truth-or-dare-generator,Truth or Dare Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
would-you-rather-generator,Would You Rather Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
joke-generator,Joke Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
compliment-generator,Compliment Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
email-signature-generator,Email Signature Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
gradient-generator,CSS Gradient Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
font-pairing-generator,Font Pairing Generator,Developer & Web Generators,low,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
blog-outline-generator,Blog Outline Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
cold-email-generator,Cold Email Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
cover-letter-generator,Cover Letter Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
resume-summary-generator,Resume Summary Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
ad-copy-generator,Ad Copy Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
call-to-action-generator,Call to Action Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
product-description-generator,Product Description Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
random-emoji-generator,Random Emoji Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
random-country-generator,Random Country Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
random-date-generator,Random Date Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
random-choice-generator,Random Choice Generator,Random Generators,noindex,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
game-idea-generator,Game Idea Generator,Gaming & Fantasy Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
rpg-character-generator,RPG Character Generator,Gaming & Fantasy Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
npc-generator,NPC Generator,Gaming & Fantasy Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
quest-generator,Quest Generator,Gaming & Fantasy Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
story-plot-generator,Story Plot Generator,Creative & Story Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
riddle-generator,Riddle Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
icebreaker-generator,Icebreaker Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
product-title-generator,Product Title Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
sku-generator,SKU Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
testimonial-generator,Testimonial Generator,AI Text & Writing Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
keyword-generator,Keyword Generator,SEO & Marketing Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
faq-generator,FAQ Generator,SEO & Marketing Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
license-key-generator,License Key Generator,Developer & Web Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
recovery-code-generator,Recovery Code Generator,Developer & Web Generators,noindex,yes,basic,basic,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
coupon-code-generator,Coupon Code Generator,Business & Brand Generators,noindex,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
barcode-generator,Barcode Text Generator,Developer & Web Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
refund-policy-generator,Refund Policy Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
shipping-policy-generator,Shipping Policy Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
affiliate-disclosure-generator,Affiliate Disclosure Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
invoice-generator,Invoice Generator,Business & Brand Generators,noindex,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
meeting-agenda-generator,Meeting Agenda Generator,Business & Brand Generators,noindex,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
citation-generator,Citation Generator,AI Text & Writing Generators,noindex,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
linkedin-post-generator,LinkedIn Post Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
facebook-post-generator,Facebook Post Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
headline-generator,Headline Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
meme-text-generator,Meme Text Generator,Creative & Story Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
startup-name-generator,Startup Name Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
photography-name-generator,Photography Business Name Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
art-name-generator,Art Name Generator,Creative & Story Generators,low,yes,basic,basic,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
avatar-name-generator,Avatar Name Generator,Gaming & Fantasy Generators,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
video-game-name-generator,Video Game Name Generator,Gaming & Fantasy Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
text-summary-generator,Text Summary Generator,Utility Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
typography-generator,Typography Generator,Font & Text Style Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
wordart-generator,Word Art Generator,Font & Text Style Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
social-media-post-generator,Social Media Post Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
email-subject-generator,Email Subject Line Generator,AI Text & Writing Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
minecraft-text-generator,Minecraft Text Generator,Font & Text Style Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
dark-souls-text-generator,Dark Souls Message Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
star-wars-text-generator,Star Wars Text Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
spongebob-text-generator,Spongebob Text Generator,Font & Text Style Generators,noindex,yes,basic,basic,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
undertale-text-generator,Undertale Text Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
pokemon-text-generator,Pokemon Text Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
drag-name-generator,Drag Queen Name Generator,Creative & Story Generators,low,yes,basic,basic,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
gamertag-generator,Gamertag Generator,Gaming & Fantasy Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
dragonborn-name-generator,Dragonborn Name Generator,Gaming & Fantasy Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
email-name-generator,Email Address Name Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
synonym-generator,Synonym Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
footnote-generator,Footnote Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
all-caps-generator,ALL CAPS Generator,Font & Text Style Generators,low,yes,basic,basic,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
lowercase-generator,Lowercase Generator,Font & Text Style Generators,low,yes,basic,basic,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
corporate-speak-generator,Corporate Speak Generator,Random Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
random-word-generator,Random Word Generator,Random Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
dialogue-tag-generator,Dialogue Tag Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
name-tag-generator,Name Tag Generator,Utility Generators,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
graffiti-text-generator,Graffiti Text Generator,Font & Text Style Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
tag-cloud-generator,Tag Cloud Generator,SEO & Marketing Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
blog-tag-generator,Blog Tag Generator,SEO & Marketing Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
random-height-generator,Random Height Generator,Random Generators,low,yes,basic,basic,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
essay-title-generator,Essay Title Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
ao3-tag-generator,AO3 Tag Generator,Creative & Story Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
stable-diffusion-prompt-generator,Stable Diffusion Prompt Generator,AI Text & Writing Generators,noindex,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
character-prompt-generator,Character Prompt Generator,Creative & Story Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
content-brief-generator,Content Brief Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
press-release-generator,Press Release Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
author-bio-generator,Author Bio Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
x-post-generator,X/Twitter Post Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
viral-hook-generator,Viral Hook Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
content-calendar-generator,Content Calendar Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
tagline-generator,Tagline Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
text-shadow-generator,CSS Text Shadow Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
css-grid-generator,CSS Grid Generator,Developer & Web Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
flexbox-generator,CSS Flexbox Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
html-table-generator,HTML Table Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
dummy-data-generator,Dummy Data Generator,Developer & Web Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
random-address-generator,Random Address Generator,Random Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
raffle-generator,Raffle Generator,Random Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
giveaway-generator,Giveaway Winner Generator,Random Generators,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
character-backstory-generator,Character Backstory Generator,Creative & Story Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
worldbuilding-generator,Worldbuilding Generator,Creative & Story Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
roast-generator,Roast Generator,Random Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
quiz-generator,Quiz Question Generator,AI Text & Writing Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
thesis-statement-generator,Thesis Statement Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
landing-page-copy-generator,Landing Page Copy Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
json-schema-generator,JSON Schema Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
typescript-type-generator,TypeScript Type Generator,Developer & Web Generators,low,yes,basic,basic,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
sql-query-generator,SQL Query Generator,Developer & Web Generators,low,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
