"slug","name","category","indexable","overall_severity","issue_count","blocker_count","should_fix_count","nice_to_have_count","issue_codes","issue_details","tools_needing_premium_functionality_improvement","tools_needing_seo_content_improvement","should_reconsider_noindex","title_length","meta_description_length","faq_count","related_tool_count","has_tool_options","has_premium_controls","has_premium_guide_copy","unique_tool_intent","premium_tool_functionality","input_driven_output","non_generic_output","title_h1_meta","helpful_intro","useful_below_tool_content","specific_faqs","canonical","robots","related_links","duplicate_page_issue","risky_indexable","mojibake","unsafe_legacy_js","sitemap","ads_safe","layout_cls"
"book-name-generator","Book Name Generator","creative-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=44; metaDescriptionLength=47; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","44","47","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"business-card-generator","Business Card Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:weak_related_links","seo_metadata_review: titleLength=51; metaDescriptionLength=61; h1Matches=true. || weak_related_links: Only 0 related tool cards found.","no","yes","no","51","61","3","0","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","pass","pass"
"call-to-action-generator","Call to Action Generator","ai-writing-generators","yes","should_fix","2","0","1","1","should_fix:seo_metadata_review|nice_to_have:intro_content_thin_or_keyword_light","seo_metadata_review: titleLength=40; metaDescriptionLength=83; h1Matches=true. || intro_content_thin_or_keyword_light: Source description is short or not clearly aligned with the primary keyword.","no","yes","no","40","83","3","3","yes","yes","yes","pass","pass","pass","pass","review","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"cat-name-generator","Cat Name Generator","name-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=51; metaDescriptionLength=72; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","51","72","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"channel-name-generator","Channel Name Generator","social-media-tools","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=56; metaDescriptionLength=68; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","56","68","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"character-backstory-generator","Character Backstory Generator","creative-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=46; metaDescriptionLength=89; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","46","89","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"character-name-generator","Character Name Generator","creative-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=54; metaDescriptionLength=87; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","54","87","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"cipher-generator","Cipher Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=79; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","79","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"citation-generator","Citation Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=85; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","85","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"city-name-generator","City Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=42; metaDescriptionLength=69; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","42","69","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"coin-flip","Coin Flip Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=36; metaDescriptionLength=93; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","36","93","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"college-name-generator","College Name Generator","creative-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=51; metaDescriptionLength=94; h1Matches=true. || generic_or_thin_faqs: FAQ count=1; at least one FAQ appears generic or too broad.","no","yes","no","51","94","1","2","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"compliment-generator","Compliment Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=50; metaDescriptionLength=67; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","50","67","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"content-calendar-generator","Content Calendar Generator","seo-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=42; metaDescriptionLength=101; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","42","101","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"cool-text-generator","Cool Text Generator","text-font-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=49; metaDescriptionLength=97; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","49","97","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"corporate-speak-generator","Corporate Speak Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=46; metaDescriptionLength=79; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","46","79","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"couple-name-generator","Couple Name Generator","name-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=71; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","71","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"coupon-code-generator","Coupon Code Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=50; metaDescriptionLength=74; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","50","74","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"creepy-text-generator","Creepy Text Generator","text-font-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=53; metaDescriptionLength=80; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","53","80","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"css-code-generator","CSS Code Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:weak_related_links","seo_metadata_review: titleLength=52; metaDescriptionLength=68; h1Matches=true. || weak_related_links: Only 0 related tool cards found.","no","yes","no","52","68","3","0","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","pass","pass"
"demon-name-generator","Demon Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=48; metaDescriptionLength=84; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","48","84","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"dice-roller","Dice Roller","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=50; metaDescriptionLength=96; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","50","96","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"diner-name-generator","Diner Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=59; metaDescriptionLength=105; h1Matches=true. || generic_or_thin_faqs: FAQ count=1; at least one FAQ appears generic or too broad.","no","yes","no","59","105","1","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"discord-name-generator","Discord Name Generator","name-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=53; metaDescriptionLength=109; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","53","109","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"discord-timestamp-generator","Discord Timestamp Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=51; metaDescriptionLength=76; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","51","76","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"dog-name-generator","Dog Name Generator","name-generators","yes","should_fix","2","0","2","0","should_fix:generic_or_thin_faqs|should_fix:weak_related_links","generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad. || weak_related_links: Only 0 related tool cards found.","no","yes","no","54","129","0","0","no","yes","yes","pass","pass","pass","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass"
"dragon-name-generator","Dragon Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=44; metaDescriptionLength=92; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","44","92","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"dragonborn-name-generator","Dragonborn Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=41; metaDescriptionLength=78; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","41","78","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"dummy-data-generator","Dummy Data Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=37; metaDescriptionLength=81; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","37","81","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"dungeon-name-generator","Dungeon Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=48; metaDescriptionLength=86; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","48","86","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"dwarf-name-generator","Dwarf Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=44; metaDescriptionLength=82; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","44","82","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"elf-name-generator","Elf Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=59; metaDescriptionLength=90; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","59","90","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"email-name-generator","Email Address Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=82; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","82","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"email-signature-generator","Email Signature Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=56; metaDescriptionLength=84; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","56","84","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"email-subject-generator","Email Subject Line Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=72; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","72","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"error-message-generator","Error Message Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=54; metaDescriptionLength=87; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","54","87","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"essay-title-generator","Essay Title Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=73; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","73","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"essay-topic-generator","Essay Topic Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=44; metaDescriptionLength=70; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","44","70","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"fairy-name-generator","Fairy Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=83; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","83","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"fake-text-generator","Sample Placeholder Text Generator","ai-writing-generators","yes","should_fix","2","0","1","1","should_fix:weak_related_links|nice_to_have:intro_content_thin_or_keyword_light","weak_related_links: Only 0 related tool cards found. || intro_content_thin_or_keyword_light: Source description is short or not clearly aligned with the primary keyword.","no","yes","no","45","144","5","0","yes","yes","yes","pass","pass","pass","pass","pass","review","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","pass","pass"
"faq-generator","FAQ Generator","seo-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=36; metaDescriptionLength=87; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","36","87","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"flashcard-generator","Flashcard Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=80; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","80","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"flexbox-generator","CSS Flexbox Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=40; metaDescriptionLength=74; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","40","74","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"flower-name-generator","Flower Name Generator","creative-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=49; metaDescriptionLength=108; h1Matches=true. || generic_or_thin_faqs: FAQ count=1; at least one FAQ appears generic or too broad.","no","yes","no","49","108","1","2","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"follow-up-email-generator","Follow-Up Email Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=50; metaDescriptionLength=69; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","50","69","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"font-pairing-generator","Font Pairing Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=89; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","89","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"food-truck-name-generator","Food Truck Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=52; metaDescriptionLength=67; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","52","67","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"footnote-generator","Footnote Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=39; metaDescriptionLength=79; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","39","79","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"form-generator","HTML Form Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=41; metaDescriptionLength=73; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","41","73","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"game-idea-generator","Game Idea Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=44; metaDescriptionLength=88; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","44","88","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"geo-tag-generator","Geo Tag Generator","utility-generators","yes","should_fix","2","0","1","1","should_fix:weak_related_links|nice_to_have:intro_content_thin_or_keyword_light","weak_related_links: Only 1 related tool cards found. || intro_content_thin_or_keyword_light: Source description is short or not clearly aligned with the primary keyword.","no","yes","no","54","123","2","1","yes","yes","yes","pass","pass","pass","pass","pass","review","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","pass","pass"
"gibberish-generator","Gibberish Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=42; metaDescriptionLength=87; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","42","87","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"giveaway-generator","Giveaway Winner Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=75; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","75","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"goblin-name-generator","Goblin Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=83; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","83","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"gradient-generator","CSS Gradient Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=50; metaDescriptionLength=72; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","50","72","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"graffiti-text-generator","Graffiti Text Generator","text-font-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=42; metaDescriptionLength=64; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","42","64","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"graphql-query-generator","GraphQL Query Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=49; metaDescriptionLength=69; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","49","69","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"guild-name-generator","Guild Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=51; metaDescriptionLength=83; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","51","83","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"hash-generator","Hash Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=40; metaDescriptionLength=100; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","40","100","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"headline-generator","Headline Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=40; metaDescriptionLength=84; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","40","84","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"hex-color-generator","Hex Color Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=40; metaDescriptionLength=81; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","40","81","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"horse-name-generator","Horse Name Generator","name-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=44; metaDescriptionLength=84; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","44","84","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
