scope,check,status,details
"fr/generateur-de-deuxieme-prenom","no localhost/vercel host","PASS",""
"fr/generateur-de-deuxieme-prenom","title/description/h1 present","PASS","Générateur de deuxième prénom gratuit | Trouvez des idées de deuxième prénom pour combinaisons personnelles ou personnages. | Générateur de deuxième prénom"
"fr/generateur-de-faq","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-faq","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-faq/"
"fr/generateur-de-faq","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-faq","language switch same tool","PASS","en:https://taptogen.com/tools/faq-generator/ es:https://taptogen.com/es/tools/generador-de-preguntas-frecuentes/ fr:https://taptogen.com/fr/tools/generateur-de-faq/ de:https://taptogen.com/de/tools/faq-generator/ pt:https://taptogen.com/pt/tools/gerador-de-perguntas-frequentes/ it:https://taptogen.com/it/tools/generatore-di-faq/ pl:https://taptogen.com/pl/tools/generator-faq/ x-default:https://taptogen.com/tools/faq-generator/"
"fr/generateur-de-faq","no localhost/vercel host","PASS",""
"fr/generateur-de-faq","title/description/h1 present","PASS","Générateur de FAQ gratuit | Créez des idées de questions frequentes pour pages, produits, services ou articles. | Générateur de FAQ"
"fr/generateur-de-hashtags","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-hashtags","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-hashtags/"
"fr/generateur-de-hashtags","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-hashtags","language switch same tool","PASS","en:https://taptogen.com/tools/hashtag-generator/ es:https://taptogen.com/es/tools/generador-de-hashtags/ fr:https://taptogen.com/fr/tools/generateur-de-hashtags/ de:https://taptogen.com/de/tools/hashtag-generator/ pt:https://taptogen.com/pt/tools/gerador-de-hashtags/ it:https://taptogen.com/it/tools/generatore-di-hashtag/ pl:https://taptogen.com/pl/tools/generator-hashtagow/ x-default:https://taptogen.com/tools/hashtag-generator/"
"fr/generateur-de-hashtags","no localhost/vercel host","PASS",""
"fr/generateur-de-hashtags","title/description/h1 present","PASS","Générateur de hashtags gratuit | Créez des hashtags pertinents pour publications, campagnes et idées de contenu. | Générateur de hashtags"
"fr/generateur-de-kit-de-marque","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-kit-de-marque","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-kit-de-marque/"
"fr/generateur-de-kit-de-marque","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-kit-de-marque","language switch same tool","PASS","en:https://taptogen.com/tools/brand-kit-generator/ es:https://taptogen.com/es/tools/generador-de-kit-de-marca/ fr:https://taptogen.com/fr/tools/generateur-de-kit-de-marque/ de:https://taptogen.com/de/tools/markenkit-generator/ pt:https://taptogen.com/pt/tools/gerador-de-kit-de-marca/ it:https://taptogen.com/it/tools/generatore-di-brand-kit/ pl:https://taptogen.com/pl/tools/generator-zestawu-marki/ x-default:https://taptogen.com/tools/brand-kit-generator/"
"fr/generateur-de-kit-de-marque","no localhost/vercel host","PASS",""
"fr/generateur-de-kit-de-marque","title/description/h1 present","PASS","Générateur de kit de marque gratuit | Créez une base de marque avec idées de ton, messages, couleurs et elements initiaux. | Générateur de kit de marque"
"fr/generateur-de-meta-description","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-meta-description","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-meta-description/"
"fr/generateur-de-meta-description","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-meta-description","language switch same tool","PASS","en:https://taptogen.com/tools/meta-description-generator/ es:https://taptogen.com/es/tools/generador-de-meta-descripciones/ fr:https://taptogen.com/fr/tools/generateur-de-meta-description/ de:https://taptogen.com/de/tools/meta-beschreibung-generator/ pt:https://taptogen.com/pt/tools/gerador-de-meta-descriptions/ it:https://taptogen.com/it/tools/generatore-di-meta-description/ pl:https://taptogen.com/pl/tools/generator-meta-description/ x-default:https://taptogen.com/tools/meta-description-generator/"
"fr/generateur-de-meta-description","no localhost/vercel host","PASS",""
"fr/generateur-de-meta-description","title/description/h1 present","PASS","Générateur de meta description gratuit | Rédigez des brouillons de meta descriptions pour pages, articles et fiches produit. | Générateur de meta description"
"fr/generateur-de-mots-cles","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-mots-cles","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-mots-cles/"
"fr/generateur-de-mots-cles","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-mots-cles","language switch same tool","PASS","en:https://taptogen.com/tools/keyword-generator/ es:https://taptogen.com/es/tools/generador-de-palabras-clave/ fr:https://taptogen.com/fr/tools/generateur-de-mots-cles/ de:https://taptogen.com/de/tools/keyword-generator/ pt:https://taptogen.com/pt/tools/gerador-de-palavras-chave/ it:https://taptogen.com/it/tools/generatore-di-parole-chiave/ pl:https://taptogen.com/pl/tools/generator-slow-kluczowych/ x-default:https://taptogen.com/tools/keyword-generator/"
"fr/generateur-de-mots-cles","no localhost/vercel host","PASS",""
"fr/generateur-de-mots-cles","title/description/h1 present","PASS","Générateur de mots clés gratuit | Trouvez des idées de mots clés pour contenu, SEO, annonces ou recherche initiale. | Générateur de mots clés"
"fr/generateur-de-nom-de-blog","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-nom-de-blog","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-nom-de-blog/"
"fr/generateur-de-nom-de-blog","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-nom-de-blog","language switch same tool","PASS","en:https://taptogen.com/tools/blog-name-generator/ es:https://taptogen.com/es/tools/nombres-para-blog/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-blog/ de:https://taptogen.com/de/tools/blognamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-para-blog/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-blog/ pl:https://taptogen.com/pl/tools/generator-nazw-bloga/ x-default:https://taptogen.com/tools/blog-name-generator/"
"fr/generateur-de-nom-de-blog","no localhost/vercel host","PASS",""
"fr/generateur-de-nom-de-blog","title/description/h1 present","PASS","Générateur de nom de blog gratuit | Trouvez des idées de noms pour blogs, newsletters et projets editoriaux. | Générateur de nom de blog"
"fr/generateur-de-nom-de-domaine","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-nom-de-domaine","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-nom-de-domaine/"
"fr/generateur-de-nom-de-domaine","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-nom-de-domaine","language switch same tool","PASS","en:https://taptogen.com/tools/domain-name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-de-dominio/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-domaine/ de:https://taptogen.com/de/tools/domainnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-dominio/ it:https://taptogen.com/it/tools/generatore-di-nomi-dominio/ pl:https://taptogen.com/pl/tools/generator-nazw-domen/ x-default:https://taptogen.com/tools/domain-name-generator/"
"fr/generateur-de-nom-de-domaine","no localhost/vercel host","PASS",""
"fr/generateur-de-nom-de-domaine","title/description/h1 present","PASS","Générateur de nom de domaine gratuit | Trouvez des idées de noms de domaine pour sites, produits et entreprises. | Générateur de nom de domaine"
"fr/generateur-de-nom-de-podcast","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-nom-de-podcast","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-nom-de-podcast/"
"fr/generateur-de-nom-de-podcast","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-nom-de-podcast","language switch same tool","PASS","en:https://taptogen.com/tools/podcast-name-generator/ es:https://taptogen.com/es/tools/nombres-para-podcast/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-podcast/ de:https://taptogen.com/de/tools/podcastnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-para-podcast/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-podcast/ pl:https://taptogen.com/pl/tools/generator-nazw-podcastow/ x-default:https://taptogen.com/tools/podcast-name-generator/"
"fr/generateur-de-nom-de-podcast","no localhost/vercel host","PASS",""
"fr/generateur-de-nom-de-podcast","title/description/h1 present","PASS","Générateur de nom de podcast gratuit | Trouvez des idées de noms pour podcasts, émissions audio et séries d'épisodes. | Générateur de nom de podcast"
"fr/generateur-de-nom-de-produit","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-nom-de-produit","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-nom-de-produit/"
"fr/generateur-de-nom-de-produit","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-nom-de-produit","language switch same tool","PASS","en:https://taptogen.com/tools/product-name-generator/ es:https://taptogen.com/es/tools/nombres-para-productos/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-produit/ de:https://taptogen.com/de/tools/produktnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-produtos/ it:https://taptogen.com/it/tools/generatore-di-nomi-prodotto/ pl:https://taptogen.com/pl/tools/generator-nazw-produktow/ x-default:https://taptogen.com/tools/product-name-generator/"
"fr/generateur-de-nom-de-produit","no localhost/vercel host","PASS",""
"fr/generateur-de-nom-de-produit","title/description/h1 present","PASS","Générateur de nom de produit gratuit | Trouvez des idées de noms pour produits, collections, fonctionnalites ou lancements. | Générateur de nom de produit"
"fr/generateur-de-nom-de-projet","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-nom-de-projet","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-nom-de-projet/"
"fr/generateur-de-nom-de-projet","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-nom-de-projet","language switch same tool","PASS","en:https://taptogen.com/tools/project-name-generator/ es:https://taptogen.com/es/tools/nombres-para-proyectos/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-projet/ de:https://taptogen.com/de/tools/projektnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-projetos/ it:https://taptogen.com/it/tools/generatore-di-nomi-progetto/ pl:https://taptogen.com/pl/tools/generator-nazw-projektow/ x-default:https://taptogen.com/tools/project-name-generator/"
"fr/generateur-de-nom-de-projet","no localhost/vercel host","PASS",""
"fr/generateur-de-nom-de-projet","title/description/h1 present","PASS","Générateur de nom de projet gratuit | Créez des idées de noms pour projets internes, créatifs, scolaires ou professionnels. | Générateur de nom de projet"
"fr/generateur-de-nom-dentreprise","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-nom-dentreprise","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-nom-dentreprise/"
"fr/generateur-de-nom-dentreprise","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-nom-dentreprise","language switch same tool","PASS","en:https://taptogen.com/tools/business-name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-para-empresas/ fr:https://taptogen.com/fr/tools/generateur-de-nom-dentreprise/ de:https://taptogen.com/de/tools/firmennamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-para-empresas/ it:https://taptogen.com/it/tools/generatore-di-nomi-aziendali/ pl:https://taptogen.com/pl/tools/generator-nazw-firm/ x-default:https://taptogen.com/tools/business-name-generator/"
"fr/generateur-de-nom-dentreprise","no localhost/vercel host","PASS",""
"fr/generateur-de-nom-dentreprise","title/description/h1 present","PASS","Générateur de nom d&#39;entreprise gratuit | Trouvez des idées de noms pour une entreprise, une activite ou un service professionnel. | Générateur de nom d&#39;entreprise"
"fr/generateur-de-noms","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-noms","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-noms/"
"fr/generateur-de-noms","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-noms","language switch same tool","PASS","en:https://taptogen.com/tools/name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres/ fr:https://taptogen.com/fr/tools/generateur-de-noms/ de:https://taptogen.com/de/tools/namensgenerator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes/ it:https://taptogen.com/it/tools/generatore-di-nomi/ pl:https://taptogen.com/pl/tools/generator-nazw/ x-default:https://taptogen.com/tools/name-generator/"
"fr/generateur-de-noms","no localhost/vercel host","PASS",""
"fr/generateur-de-noms","title/description/h1 present","PASS","Générateur de noms gratuit | Trouvez des idées de noms naturelles pour projets, personnages, marques ou listes personnelles. | Générateur de noms"
"fr/generateur-de-noms-de-famille","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-noms-de-famille","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-noms-de-famille/"
"fr/generateur-de-noms-de-famille","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-noms-de-famille","language switch same tool","PASS","en:https://taptogen.com/tools/last-name-generator/ es:https://taptogen.com/es/tools/generador-de-apellidos/ fr:https://taptogen.com/fr/tools/generateur-de-noms-de-famille/ de:https://taptogen.com/de/tools/nachnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-sobrenomes/ it:https://taptogen.com/it/tools/generatore-di-cognomi/ pl:https://taptogen.com/pl/tools/generator-nazwisk/ x-default:https://taptogen.com/tools/last-name-generator/"
"fr/generateur-de-noms-de-famille","no localhost/vercel host","PASS",""
"fr/generateur-de-noms-de-famille","title/description/h1 present","PASS","Générateur de noms de famille gratuit | Créez des noms de famille fictifs pour personnages, histoires et exemples. | Générateur de noms de famille"
"fr/generateur-de-noms-de-personnages","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-noms-de-personnages","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-noms-de-personnages/"
"fr/generateur-de-noms-de-personnages","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-noms-de-personnages","language switch same tool","PASS","en:https://taptogen.com/tools/character-name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-para-personajes/ fr:https://taptogen.com/fr/tools/generateur-de-noms-de-personnages/ de:https://taptogen.com/de/tools/charakter-namensgenerator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-personagens/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-personaggi/ pl:https://taptogen.com/pl/tools/generator-imion-postaci/ x-default:https://taptogen.com/tools/character-name-generator/"
"fr/generateur-de-noms-de-personnages","no localhost/vercel host","PASS",""
"fr/generateur-de-noms-de-personnages","title/description/h1 present","PASS","Générateur de noms de personnages gratuit | Trouvez des noms pour personnages de romans, jeux, scenarios et projets créatifs. | Générateur de noms de personnages"
"fr/generateur-de-noms-dequipe","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-noms-dequipe","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-noms-dequipe/"
"fr/generateur-de-noms-dequipe","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-noms-dequipe","language switch same tool","PASS","en:https://taptogen.com/tools/team-name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-de-equipo/ fr:https://taptogen.com/fr/tools/generateur-de-noms-dequipe/ de:https://taptogen.com/de/tools/teamnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-equipe/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-squadre/ pl:https://taptogen.com/pl/tools/generator-nazw-zespolow/ x-default:https://taptogen.com/tools/team-name-generator/"
"fr/generateur-de-noms-dequipe","no localhost/vercel host","PASS",""
"fr/generateur-de-noms-dequipe","title/description/h1 present","PASS","Générateur de noms d&#39;équipe gratuit | Créez des noms d'équipe pour projets, loisirs, classes ou groupes créatifs. | Générateur de noms d&#39;équipe"
"fr/generateur-de-noms-fantasy","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-noms-fantasy","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-noms-fantasy/"
"fr/generateur-de-noms-fantasy","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-noms-fantasy","language switch same tool","PASS","en:https://taptogen.com/tools/fantasy-name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-de-fantasia/ fr:https://taptogen.com/fr/tools/generateur-de-noms-fantasy/ de:https://taptogen.com/de/tools/fantasy-namensgenerator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-fantasia/ it:https://taptogen.com/it/tools/generatore-di-nomi-fantasy/ pl:https://taptogen.com/pl/tools/generator-imion-fantasy/ x-default:https://taptogen.com/tools/fantasy-name-generator/"
"fr/generateur-de-noms-fantasy","no localhost/vercel host","PASS",""
"fr/generateur-de-noms-fantasy","title/description/h1 present","PASS","Générateur de noms fantasy gratuit | Créez des noms fantasy pour romans, jeux de role et univers imaginaires. | Générateur de noms fantasy"
"fr/generateur-de-paragraphes","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-paragraphes","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-paragraphes/"
"fr/generateur-de-paragraphes","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-paragraphes","language switch same tool","PASS","en:https://taptogen.com/tools/paragraph-generator/ es:https://taptogen.com/es/tools/generador-de-parrafos/ fr:https://taptogen.com/fr/tools/generateur-de-paragraphes/ de:https://taptogen.com/de/tools/absatz-generator/ pt:https://taptogen.com/pt/tools/gerador-de-paragrafos/ it:https://taptogen.com/it/tools/generatore-di-paragrafi/ pl:https://taptogen.com/pl/tools/generator-akapitow/ x-default:https://taptogen.com/tools/paragraph-generator/"
"fr/generateur-de-paragraphes","no localhost/vercel host","PASS",""
"fr/generateur-de-paragraphes","title/description/h1 present","PASS","Générateur de paragraphes gratuit | Créez des brouillons de paragraphes pour idées, articles, descriptions ou exercices. | Générateur de paragraphes"
"fr/generateur-de-phrases","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-phrases","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-phrases/"
"fr/generateur-de-phrases","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-phrases","language switch same tool","PASS","en:https://taptogen.com/tools/sentence-generator/ es:https://taptogen.com/es/tools/generador-de-oraciones/ fr:https://taptogen.com/fr/tools/generateur-de-phrases/ de:https://taptogen.com/de/tools/satz-generator/ pt:https://taptogen.com/pt/tools/gerador-de-frases/ it:https://taptogen.com/it/tools/generatore-di-frasi/ pl:https://taptogen.com/pl/tools/generator-zdan/ x-default:https://taptogen.com/tools/sentence-generator/"
"fr/generateur-de-phrases","no localhost/vercel host","PASS",""
"fr/generateur-de-phrases","title/description/h1 present","PASS","Générateur de phrases gratuit | Créez des phrases d'exemple pour écriture, apprentissage, contenu ou idéation. | Générateur de phrases"
"fr/generateur-de-plan-darticle","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-plan-darticle","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-plan-darticle/"
"fr/generateur-de-plan-darticle","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-plan-darticle","language switch same tool","PASS","en:https://taptogen.com/tools/blog-outline-generator/ es:https://taptogen.com/es/tools/esquema-para-blog/ fr:https://taptogen.com/fr/tools/generateur-de-plan-darticle/ de:https://taptogen.com/de/tools/blog-gliederung-generator/ pt:https://taptogen.com/pt/tools/gerador-de-estrutura-para-blog/ it:https://taptogen.com/it/tools/generatore-di-scaletta-blog/ pl:https://taptogen.com/pl/tools/generator-konspektu-bloga/ x-default:https://taptogen.com/tools/blog-outline-generator/"
"fr/generateur-de-plan-darticle","no localhost/vercel host","PASS",""
"fr/generateur-de-plan-darticle","title/description/h1 present","PASS","Générateur de plan d&#39;article gratuit | Créez un plan d'article avec sections, sous-titres et idées principales. | Générateur de plan d&#39;article"
"fr/generateur-de-prenoms","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-prenoms","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-prenoms/"
"fr/generateur-de-prenoms","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-prenoms","language switch same tool","PASS","en:https://taptogen.com/tools/baby-name-generator/ es:https://taptogen.com/es/tools/nombres-de-bebe/ fr:https://taptogen.com/fr/tools/generateur-de-prenoms/ de:https://taptogen.com/de/tools/babynamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-bebe/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-bambini/ pl:https://taptogen.com/pl/tools/generator-imion-dla-dzieci/ x-default:https://taptogen.com/tools/baby-name-generator/"
"fr/generateur-de-prenoms","no localhost/vercel host","PASS",""
"fr/generateur-de-prenoms","title/description/h1 present","PASS","Générateur de prénoms gratuit | Explorez des idées de prénoms pour bebe avec des suggestions faciles à comparer. | Générateur de prénoms"
"fr/generateur-de-pseudo","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-pseudo","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-pseudo/"
"fr/generateur-de-pseudo","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-pseudo","language switch same tool","PASS","en:https://taptogen.com/tools/username-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-de-usuario/ fr:https://taptogen.com/fr/tools/generateur-de-pseudo/ de:https://taptogen.com/de/tools/benutzernamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nome-de-usuario/ it:https://taptogen.com/it/tools/generatore-di-username/ pl:https://taptogen.com/pl/tools/generator-nazw-uzytkownika/ x-default:https://taptogen.com/tools/username-generator/"
"fr/generateur-de-pseudo","no localhost/vercel host","PASS",""
"fr/generateur-de-pseudo","title/description/h1 present","PASS","Générateur de pseudo gratuit | Créez des idées de pseudos pour comptes, jeux et profils avec une formulation simple à vérifier. | Générateur de pseudo"
"fr/generateur-de-slogan","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-slogan","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-slogan/"
"fr/generateur-de-slogan","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-slogan","language switch same tool","PASS","en:https://taptogen.com/tools/slogan-generator/ es:https://taptogen.com/es/tools/generador-de-slogans/ fr:https://taptogen.com/fr/tools/generateur-de-slogan/ de:https://taptogen.com/de/tools/slogan-generator/ pt:https://taptogen.com/pt/tools/gerador-de-slogans/ it:https://taptogen.com/it/tools/generatore-di-slogan/ pl:https://taptogen.com/pl/tools/generator-sloganow/ x-default:https://taptogen.com/tools/slogan-generator/"
"fr/generateur-de-slogan","no localhost/vercel host","PASS",""
"fr/generateur-de-slogan","title/description/h1 present","PASS","Générateur de slogan gratuit | Trouvez des slogans courts pour marques, campagnes, produits ou projets. | Générateur de slogan"
"fr/generateur-de-tags-video","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-tags-video","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-tags-video/"
"fr/generateur-de-tags-video","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-tags-video","language switch same tool","PASS","en:https://taptogen.com/tools/youtube-tag-generator/ es:https://taptogen.com/es/tools/generador-de-etiquetas-para-videos/ fr:https://taptogen.com/fr/tools/generateur-de-tags-video/ de:https://taptogen.com/de/tools/video-tags-generator/ pt:https://taptogen.com/pt/tools/gerador-de-tags-para-video/ it:https://taptogen.com/it/tools/generatore-di-tag-video/ pl:https://taptogen.com/pl/tools/generator-tagow-wideo/ x-default:https://taptogen.com/tools/youtube-tag-generator/"
"fr/generateur-de-tags-video","no localhost/vercel host","PASS",""
"fr/generateur-de-tags-video","title/description/h1 present","PASS","Générateur de tags vidéo gratuit | Créez des idées de tags pour décrire et organiser des vidéos en ligne. | Générateur de tags vidéo"
"fr/generateur-de-texte-stylise","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-texte-stylise","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-texte-stylise/"
"fr/generateur-de-texte-stylise","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-texte-stylise","language switch same tool","PASS","en:https://taptogen.com/tools/fancy-text-generator/ es:https://taptogen.com/es/tools/letras-bonitas/ fr:https://taptogen.com/fr/tools/generateur-de-texte-stylise/ de:https://taptogen.com/de/tools/schriftgenerator/ pt:https://taptogen.com/pt/tools/letras-bonitas/ it:https://taptogen.com/it/tools/testo-elegante/ pl:https://taptogen.com/pl/tools/generator-ladnego-tekstu/ x-default:https://taptogen.com/tools/fancy-text-generator/"
"fr/generateur-de-texte-stylise","no localhost/vercel host","PASS",""
"fr/generateur-de-texte-stylise","title/description/h1 present","PASS","Générateur de texte stylisé gratuit | Transformez du texte en styles decoratifs à copier pour profils et messages. | Générateur de texte stylisé"
"fr/generateur-de-titre-seo","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-de-titre-seo","self canonical","PASS","https://taptogen.com/fr/tools/generateur-de-titre-seo/"
"fr/generateur-de-titre-seo","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-de-titre-seo","language switch same tool","PASS","en:https://taptogen.com/tools/seo-title-generator/ es:https://taptogen.com/es/tools/generador-de-titulos-seo/ fr:https://taptogen.com/fr/tools/generateur-de-titre-seo/ de:https://taptogen.com/de/tools/seo-titel-generator/ pt:https://taptogen.com/pt/tools/gerador-de-titulos-seo/ it:https://taptogen.com/it/tools/generatore-di-titoli-seo/ pl:https://taptogen.com/pl/tools/generator-tytulow-seo/ x-default:https://taptogen.com/tools/seo-title-generator/"
"fr/generateur-de-titre-seo","no localhost/vercel host","PASS",""
"fr/generateur-de-titre-seo","title/description/h1 present","PASS","Générateur de titre SEO gratuit | Créez des idées de titres SEO pour pages, articles, guides et fiches produit. | Générateur de titre SEO"
"fr/generateur-didees-decriture","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-didees-decriture","self canonical","PASS","https://taptogen.com/fr/tools/generateur-didees-decriture/"
"fr/generateur-didees-decriture","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
