slug,name,category,indexable,overall_severity,issue_count,blocker_count,should_fix_count,nice_to_have_count,issue_codes,issue_details,tools_needing_premium_functionality_improvement,tools_needing_seo_content_improvement,should_reconsider_noindex,title_length,meta_description_length,faq_count,related_tool_count,has_tool_options,has_premium_controls,has_premium_guide_copy,unique_tool_intent,premium_tool_functionality,input_driven_output,non_generic_output,title_h1_meta,helpful_intro,useful_below_tool_content,specific_faqs,canonical,robots,related_links,duplicate_page_issue,risky_indexable,mojibake,unsafe_legacy_js,sitemap,ads_safe,layout_cls
special-character-generator,Special Character Generator,text-font-generators,yes,should_fix,2,0,1,1,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options.,yes,yes,no,56,144,0,4,no,yes,yes,pass,review,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
ascii-text-generator,ASCII Text Art Generator,text-font-generators,yes,should_fix,2,0,1,1,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options,seo_metadata_review: titleLength=48; metaDescriptionLength=173; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options.,yes,yes,no,48,173,4,3,no,yes,yes,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
creepy-text-generator,Creepy Text Generator,text-font-generators,yes,nice_to_have,1,0,0,1,nice_to_have:no_visible_specialized_options,no_visible_specialized_options: Indexable page has no visible specialized options.,yes,no,no,49,155,4,3,no,yes,yes,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
gaming-name-generator,Gaming Name Generator,gaming-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=38; metaDescriptionLength=163; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,38,163,3,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
guild-name-generator,Guild Name Generator,gaming-generators,yes,pass,0,0,0,0,,,no,no,no,49,159,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
planet-name-generator,Planet Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,50,135,4,4,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
island-name-generator,Island Name Generator,gaming-generators,yes,pass,0,0,0,0,,,no,no,no,50,155,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
shop-name-generator,Shop Name Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,48,146,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
cafe-name-generator,Cafe Name Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,46,104,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
project-name-generator,Project Name Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,51,149,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
stage-name-generator,Stage Name Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,49,134,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
wrestling-name-generator,Wrestling Name Generator,creative-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,43,112,4,4,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
cool-text-generator,Cool Text Generator,text-font-generators,yes,should_fix,2,0,1,1,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options,seo_metadata_review: titleLength=47; metaDescriptionLength=169; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options.,yes,yes,no,47,169,4,3,no,yes,yes,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
old-english-text-generator,Old English Text Generator,text-font-generators,yes,should_fix,2,0,1,1,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options.,yes,yes,no,55,143,0,4,no,yes,yes,pass,review,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
uwu-text-generator,UwU Text Generator,text-font-generators,yes,nice_to_have,1,0,0,1,nice_to_have:no_visible_specialized_options,no_visible_specialized_options: Indexable page has no visible specialized options.,yes,no,no,47,144,4,4,no,yes,yes,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
leet-text-generator,Leet Speak Generator,text-font-generators,yes,should_fix,2,0,1,1,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options,seo_metadata_review: titleLength=49; metaDescriptionLength=169; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options.,yes,yes,no,49,169,4,3,no,yes,yes,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-text-generator,Random Text Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,50,135,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
discord-timestamp-generator,Discord Timestamp Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=55; metaDescriptionLength=172; h1Matches=true.,no,yes,no,55,172,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
canonical-tag-generator,Canonical Tag Generator,seo-generators,yes,pass,0,0,0,0,,,no,no,no,46,104,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
utm-generator,UTM Link Generator,seo-generators,yes,pass,0,0,0,0,,,no,no,no,46,142,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
gibberish-generator,Gibberish Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=48; metaDescriptionLength=173; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,48,173,4,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
shakespeare-insult-generator,Shakespeare Insult Generator,random-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,48,93,3,3,yes,yes,yes,pass,pass,pass,pass,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
tiktok-name-generator,TikTok Name Generator,creative-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,38,67,4,3,no,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
instagram-name-generator,Instagram Name Generator,creative-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,41,73,4,3,no,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
couple-name-generator,Couple Name Generator,name-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=49; metaDescriptionLength=169; h1Matches=true.,no,yes,no,49,169,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
dwarf-name-generator,Dwarf Name Generator,gaming-generators,yes,nice_to_have,3,0,0,3,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state|nice_to_have:intro_content_thin_or_keyword_light,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples. || intro_content_thin_or_keyword_light: Source description could be more aligned with primary keyword.,yes,no,no,48,151,4,3,no,yes,yes,pass,review,review,review,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
tiefling-name-generator,Tiefling Name Generator,gaming-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,52,137,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
school-name-generator,School Name Generator,gaming-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,50,135,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
street-name-generator,Street Name Generator,gaming-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,50,135,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
book-club-name-generator,Book Club Name Generator,creative-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=52; metaDescriptionLength=169; h1Matches=true.,no,yes,no,52,169,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
seo-title-generator,SEO Title Generator,seo-generators,yes,pass,0,0,0,0,,,no,no,no,52,143,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
pinterest-tag-generator,Pinterest Tag Generator,social-media-tools,yes,should_fix,1,0,1,0,should_fix:weak_related_links,weak_related_links: Related valid count=2.,no,yes,no,53,121,6,2,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass
soundcloud-tag-generator,SoundCloud Tag Generator,social-media-tools,yes,pass,0,0,0,0,,,no,no,no,52,120,6,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
comeback-generator,Comeback Generator,random-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,39,84,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
error-message-generator,Error Message Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=52; metaDescriptionLength=176; h1Matches=true.,no,yes,no,52,176,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
cipher-generator,Cipher Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=44; metaDescriptionLength=161; h1Matches=true.,no,yes,no,44,161,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
repeat-text-generator,Repeat Text Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,50,135,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
magic-name-generator,Magic Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,49,154,4,3,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
angel-name-generator,Angel Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,48,158,4,3,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
tavern-name-generator,Tavern Name Generator,gaming-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,50,135,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
dungeon-name-generator,Dungeon Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,50,153,4,3,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
cat-name-generator,Cat Name Generator,name-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=46; metaDescriptionLength=165; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,46,165,4,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
horse-name-generator,Horse Name Generator,name-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=49; metaDescriptionLength=164; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,49,164,4,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
twitter-name-generator,Twitter/X Name Generator,creative-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,39,60,4,3,no,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
snapchat-name-generator,Snapchat Name Generator,creative-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,52,137,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
linkedin-headline-generator,LinkedIn Headline Generator,bio-caption-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,49,81,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
bio-generator,Bio Generator,bio-caption-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,42,127,3,4,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
slogan-generator,Slogan Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,45,143,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
wifi-name-generator,WiFi Name Generator,random-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,54,112,4,4,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
color-name-generator,Color Name Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,48,105,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
hex-color-generator,Hex Color Generator,developer-generators,yes,should_fix,2,0,2,0,should_fix:seo_metadata_review|should_fix:ads_safety_review,seo_metadata_review: titleLength=48; metaDescriptionLength=167; h1Matches=true. || ads_safety_review: Page needs advertising-safety review.,no,yes,no,48,167,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,review,pass
rgb-generator,RGB Color Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,48,144,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
ai-prompt-generator,AI Prompt Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=47; metaDescriptionLength=172; h1Matches=true.,no,yes,no,47,172,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
midjourney-prompt-generator,Midjourney Prompt Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,44,112,5,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
passphrase-generator,Passphrase Generator,utility-generators,yes,should_fix,2,0,1,1,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options.,yes,yes,no,49,134,0,4,no,yes,yes,pass,review,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
pin-generator,PIN Generator,utility-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,39,96,0,3,no,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
api-key-generator,API Key Generator,developer-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,43,85,0,3,no,yes,yes,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
privacy-policy-generator,Privacy Policy Generator,seo-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,46,92,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
terms-generator,Terms and Conditions Generator,seo-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,50,88,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
cookie-policy-generator,Cookie Policy Generator,seo-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,45,81,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
disclaimer-generator,Disclaimer Generator,seo-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,42,78,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
open-graph-generator,Open Graph Tag Generator,seo-generators,yes,pass,0,0,0,0,,,no,no,no,49,148,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
twitter-card-generator,Twitter Card Generator,seo-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,45,147,5,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
youtube-description-generator,YouTube Description Generator,bio-caption-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,56,89,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
tiktok-caption-generator,TikTok Caption Generator,bio-caption-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,41,75,0,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
css-button-generator,CSS Button Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,43,150,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
box-shadow-generator,CSS Box Shadow Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,47,142,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
border-radius-generator,CSS Border Radius Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,50,109,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
regex-generator,Regex Generator,developer-generators,yes,nice_to_have,1,0,0,1,nice_to_have:intro_content_thin_or_keyword_light,intro_content_thin_or_keyword_light: Source description could be more aligned with primary keyword.,no,no,no,45,139,4,4,yes,yes,yes,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
cron-expression-generator,Cron Expression Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,43,114,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-letter-generator,Random Letter Generator,random-generators,yes,pass,0,0,0,0,,,no,no,no,52,137,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-question-generator,Random Question Generator,random-generators,yes,pass,0,0,0,0,,,no,no,no,54,139,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
truth-or-dare-generator,Truth or Dare Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,52,137,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
would-you-rather-generator,Would You Rather Generator,random-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,49,110,4,3,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
joke-generator,Joke Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=43; metaDescriptionLength=169; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,43,169,4,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
compliment-generator,Compliment Generator,random-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,48,152,4,3,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
email-signature-generator,Email Signature Generator,business-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=54; metaDescriptionLength=184; h1Matches=true.,no,yes,no,54,184,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
gradient-generator,CSS Gradient Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=51; metaDescriptionLength=164; h1Matches=true.,no,yes,no,51,164,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
