slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
league-of-legends-name-generator,League of Legends Name Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
magic-name-generator,Magic Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
angel-name-generator,Angel Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
tavern-name-generator,Tavern Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
dungeon-name-generator,Dungeon Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
cat-name-generator,Cat Name Generator,Name Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
horse-name-generator,Horse Name Generator,Name Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
twitter-name-generator,Twitter/X Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
snapchat-name-generator,Snapchat Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
linkedin-headline-generator,LinkedIn Headline Generator,Bio & Caption Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
bio-generator,Bio Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
slogan-generator,Slogan Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
wifi-name-generator,WiFi Name Generator,Random Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
color-name-generator,Color Name Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
hex-color-generator,Hex Color Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
rgb-generator,RGB Color Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
ai-prompt-generator,AI Prompt Generator,AI Text & Writing Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
midjourney-prompt-generator,Midjourney Prompt Generator,AI Text & Writing Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
passphrase-generator,Passphrase Generator,Utility Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
pin-generator,PIN Generator,Utility Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
api-key-generator,API Key Generator,Developer & Web Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
privacy-policy-generator,Privacy Policy Generator,SEO & Marketing Generators,noindex,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
terms-generator,Terms and Conditions Generator,SEO & Marketing Generators,noindex,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
cookie-policy-generator,Cookie Policy Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
disclaimer-generator,Disclaimer Generator,SEO & Marketing Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
open-graph-generator,Open Graph Tag Generator,SEO & Marketing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
twitter-card-generator,Twitter Card Generator,SEO & Marketing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
youtube-description-generator,YouTube Description Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
tiktok-caption-generator,TikTok Caption Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
css-button-generator,CSS Button Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
box-shadow-generator,CSS Box Shadow Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
border-radius-generator,CSS Border Radius Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
regex-generator,Regex Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
cron-expression-generator,Cron Expression Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
random-letter-generator,Random Letter Generator,Random Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
random-question-generator,Random Question Generator,Random Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
truth-or-dare-generator,Truth or Dare Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
would-you-rather-generator,Would You Rather Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
joke-generator,Joke Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
compliment-generator,Compliment Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
email-signature-generator,Email Signature Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
gradient-generator,CSS Gradient Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
font-pairing-generator,Font Pairing Generator,Developer & Web Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
blog-outline-generator,Blog Outline Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
cold-email-generator,Cold Email Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
cover-letter-generator,Cover Letter Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
resume-summary-generator,Resume Summary Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
ad-copy-generator,Ad Copy Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
call-to-action-generator,Call to Action Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
product-description-generator,Product Description Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
random-emoji-generator,Random Emoji Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
random-country-generator,Random Country Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
random-date-generator,Random Date Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
random-choice-generator,Random Choice Generator,Random Generators,noindex,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
game-idea-generator,Game Idea Generator,Gaming & Fantasy Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
rpg-character-generator,RPG Character Generator,Gaming & Fantasy Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
npc-generator,NPC Generator,Gaming & Fantasy Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
quest-generator,Quest Generator,Gaming & Fantasy Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
story-plot-generator,Story Plot Generator,Creative & Story Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
riddle-generator,Riddle Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
icebreaker-generator,Icebreaker Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
product-title-generator,Product Title Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
sku-generator,SKU Generator,Business & Brand Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
testimonial-generator,Testimonial Generator,AI Text & Writing Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
keyword-generator,Keyword Generator,SEO & Marketing Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
faq-generator,FAQ Generator,SEO & Marketing Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
license-key-generator,License Key Generator,Developer & Web Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
recovery-code-generator,Recovery Code Generator,Developer & Web Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
coupon-code-generator,Coupon Code Generator,Business & Brand Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
barcode-generator,Barcode Text Generator,Developer & Web Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
refund-policy-generator,Refund Policy Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
shipping-policy-generator,Shipping Policy Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
affiliate-disclosure-generator,Affiliate Disclosure Generator,SEO & Marketing Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
invoice-generator,Invoice Generator,Business & Brand Generators,noindex,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
meeting-agenda-generator,Meeting Agenda Generator,Business & Brand Generators,noindex,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
citation-generator,Citation Generator,AI Text & Writing Generators,noindex,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
linkedin-post-generator,LinkedIn Post Generator,Bio & Caption Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
facebook-post-generator,Facebook Post Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
headline-generator,Headline Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
meme-text-generator,Meme Text Generator,Creative & Story Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
startup-name-generator,Startup Name Generator,Business & Brand Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
photography-name-generator,Photography Business Name Generator,Business & Brand Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
art-name-generator,Art Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
avatar-name-generator,Avatar Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
video-game-name-generator,Video Game Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
text-summary-generator,Text Summary Generator,Utility Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
typography-generator,Typography Generator,Font & Text Style Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
wordart-generator,Word Art Generator,Font & Text Style Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
social-media-post-generator,Social Media Post Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
email-subject-generator,Email Subject Line Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
minecraft-text-generator,Minecraft Text Generator,Font & Text Style Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
dark-souls-text-generator,Dark Souls Message Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
star-wars-text-generator,Star Wars Text Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
spongebob-text-generator,Spongebob Text Generator,Font & Text Style Generators,noindex,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
undertale-text-generator,Undertale Text Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
pokemon-text-generator,Pokemon Text Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
drag-name-generator,Drag Queen Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
gamertag-generator,Gamertag Generator,Gaming & Fantasy Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
dragonborn-name-generator,Dragonborn Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
email-name-generator,Email Address Name Generator,Business & Brand Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
synonym-generator,Synonym Generator,AI Text & Writing Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
footnote-generator,Footnote Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
all-caps-generator,ALL CAPS Generator,Font & Text Style Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
lowercase-generator,Lowercase Generator,Font & Text Style Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
corporate-speak-generator,Corporate Speak Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
random-word-generator,Random Word Generator,Random Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
dialogue-tag-generator,Dialogue Tag Generator,AI Text & Writing Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
name-tag-generator,Name Tag Generator,Utility Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
graffiti-text-generator,Graffiti Text Generator,Font & Text Style Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
tag-cloud-generator,Tag Cloud Generator,SEO & Marketing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
blog-tag-generator,Blog Tag Generator,SEO & Marketing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
random-height-generator,Random Height Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
essay-title-generator,Essay Title Generator,AI Text & Writing Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
ao3-tag-generator,AO3 Tag Generator,Creative & Story Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
stable-diffusion-prompt-generator,Stable Diffusion Prompt Generator,AI Text & Writing Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
character-prompt-generator,Character Prompt Generator,Creative & Story Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
content-brief-generator,Content Brief Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
press-release-generator,Press Release Generator,AI Text & Writing Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
author-bio-generator,Author Bio Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
x-post-generator,X/Twitter Post Generator,Bio & Caption Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
viral-hook-generator,Viral Hook Generator,AI Text & Writing Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
content-calendar-generator,Content Calendar Generator,SEO & Marketing Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
tagline-generator,Tagline Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
text-shadow-generator,CSS Text Shadow Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
css-grid-generator,CSS Grid Generator,Developer & Web Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
flexbox-generator,CSS Flexbox Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
