"canonicalToolId","language","localizedPath","primaryKeyword","localizedSlug","h1","qualityStatus","qualityNotes","technicalStatus","technicalNotes"
"reverse-text-generator","ru","/ru/tools/perevernut-tekst/","перевернуть текст","perevernut-tekst","Перевернуть текст","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"reverse-text-generator","tr","/tr/tools/metni-ters-cevir/","metni ters çevir","metni-ters-cevir","Metni ters çevir","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"reverse-text-generator","id","/id/tools/balik-teks/","balik teks","balik-teks","Balik teks","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"text-case-converter","ru","/ru/tools/konverter-registra-teksta/","конвертер регистра текста","konverter-registra-teksta","Конвертер регистра текста","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"text-case-converter","tr","/tr/tools/buyuk-kucuk-harf-donusturucu/","büyük küçük harf dönüştürücü","buyuk-kucuk-harf-donusturucu","Büyük küçük harf dönüştürücü","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"text-case-converter","id","/id/tools/konverter-huruf-besar-kecil/","konverter huruf besar kecil","konverter-huruf-besar-kecil","Konverter huruf besar kecil","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"word-counter","ru","/ru/tools/schetchik-slov/","счетчик слов","schetchik-slov","Счетчик слов","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"word-counter","tr","/tr/tools/kelime-sayaci/","kelime sayacı","kelime-sayaci","Kelime sayacı","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"word-counter","id","/id/tools/penghitung-kata/","penghitung kata","penghitung-kata","Penghitung kata","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"paragraph-generator","ru","/ru/tools/generator-abzatsev/","генератор абзацев","generator-abzatsev","Генератор абзацев","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"paragraph-generator","tr","/tr/tools/paragraf-olusturucu/","paragraf oluşturucu","paragraf-olusturucu","Paragraf oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"paragraph-generator","id","/id/tools/generator-paragraf/","generator paragraf","generator-paragraf","Generator paragraf","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"sentence-generator","ru","/ru/tools/generator-predlozheniy/","генератор предложений","generator-predlozheniy","Генератор предложений","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"sentence-generator","tr","/tr/tools/cumle-olusturucu/","cümle oluşturucu","cumle-olusturucu","Cümle oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"sentence-generator","id","/id/tools/generator-kalimat/","generator kalimat","generator-kalimat","Generator kalimat","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"writing-prompt-generator","ru","/ru/tools/idei-dlya-pisma/","генератор идей для письма","idei-dlya-pisma","Генератор идей для письма","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"writing-prompt-generator","tr","/tr/tools/yazma-fikri-olusturucu/","yazma fikri oluşturucu","yazma-fikri-olusturucu","Yazma fikri oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"writing-prompt-generator","id","/id/tools/generator-ide-menulis/","generator ide menulis","generator-ide-menulis","Generator ide menulis","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"blog-outline-generator","ru","/ru/tools/generator-plana-bloga/","генератор плана блога","generator-plana-bloga","Генератор плана блога","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"blog-outline-generator","tr","/tr/tools/blog-taslagi-olusturucu/","blog taslağı oluşturucu","blog-taslagi-olusturucu","Blog taslağı oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"blog-outline-generator","id","/id/tools/generator-kerangka-blog/","generator kerangka blog","generator-kerangka-blog","Generator kerangka blog","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"product-description-generator","ru","/ru/tools/generator-opisaniy-tovarov/","генератор описаний товаров","generator-opisaniy-tovarov","Генератор описаний товаров","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"product-description-generator","tr","/tr/tools/urun-aciklamasi-olusturucu/","ürün açıklaması oluşturucu","urun-aciklamasi-olusturucu","Ürün açıklaması oluşturucu","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."
"product-description-generator","id","/id/tools/generator-deskripsi-produk/","generator deskripsi produk","generator-deskripsi-produk","Generator deskripsi produk","PASS","Keyword, slug, H1, FAQ topics, intent, safety phrasing, and localized wording pass strict review.","PASS","Built page exists, index/follow, self-canonical, complete hreflang set, no preview/local host markers."

"SUMMARY","PASS","es_pages=40; fr_pages=40; de_pages=40; pt_pages=40; it_pages=40; pl_pages=40; ru_pages=40; tr_pages=40; id_pages=40; localized_total=360; build_pages=819","","","","","","","Expected localized pilot total is 360 after RU/TR/ID batch; final build count is 819."

"DUPLICATE_SLUG_CHECK","language","duplicateSlug","count","","","","","",""
"DUPLICATE_SLUG_CHECK","all","none","0","","","","","",""
