slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
comeback-generator,Comeback Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
error-message-generator,Error Message Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
cipher-generator,Cipher Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
repeat-text-generator,Repeat Text Generator,Utility Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
fortnite-name-generator,Fortnite Name Generator,Gaming & Fantasy Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
minecraft-name-generator,Minecraft Name Generator,Gaming & Fantasy Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
valorant-name-generator,Valorant Name Generator,Gaming & Fantasy Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
league-of-legends-name-generator,League of Legends Name Generator,Gaming & Fantasy Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
magic-name-generator,Magic Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
angel-name-generator,Angel Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
tavern-name-generator,Tavern Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
dungeon-name-generator,Dungeon Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
cat-name-generator,Cat Name Generator,Name Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
horse-name-generator,Horse Name Generator,Name Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
twitter-name-generator,Twitter/X Name Generator,Creative & Story Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
snapchat-name-generator,Snapchat Name Generator,Creative & Story Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
linkedin-headline-generator,LinkedIn Headline Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
bio-generator,Bio Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
slogan-generator,Slogan Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
wifi-name-generator,WiFi Name Generator,Random Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
color-name-generator,Color Name Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
hex-color-generator,Hex Color Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
rgb-generator,RGB Color Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
ai-prompt-generator,AI Prompt Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
midjourney-prompt-generator,Midjourney Prompt Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
passphrase-generator,Passphrase Generator,Utility Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
pin-generator,PIN Generator,Utility Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
api-key-generator,API Key Generator,Developer & Web Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
privacy-policy-generator,Privacy Policy Generator,SEO & Marketing Generators,noindex,yes,strong,premium,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
terms-generator,Terms and Conditions Generator,SEO & Marketing Generators,noindex,yes,strong,premium,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
cookie-policy-generator,Cookie Policy Generator,SEO & Marketing Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
disclaimer-generator,Disclaimer Generator,SEO & Marketing Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
open-graph-generator,Open Graph Tag Generator,SEO & Marketing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
twitter-card-generator,Twitter Card Generator,SEO & Marketing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
youtube-description-generator,YouTube Description Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
tiktok-caption-generator,TikTok Caption Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
css-button-generator,CSS Button Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
box-shadow-generator,CSS Box Shadow Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
border-radius-generator,CSS Border Radius Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
regex-generator,Regex Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
cron-expression-generator,Cron Expression Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
random-letter-generator,Random Letter Generator,Random Generators,noindex,yes,strong,premium,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
random-question-generator,Random Question Generator,Random Generators,noindex,yes,strong,premium,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
truth-or-dare-generator,Truth or Dare Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
would-you-rather-generator,Would You Rather Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
joke-generator,Joke Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
compliment-generator,Compliment Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
email-signature-generator,Email Signature Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
gradient-generator,CSS Gradient Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
font-pairing-generator,Font Pairing Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
blog-outline-generator,Blog Outline Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
cold-email-generator,Cold Email Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
cover-letter-generator,Cover Letter Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
resume-summary-generator,Resume Summary Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
ad-copy-generator,Ad Copy Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
call-to-action-generator,Call to Action Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
product-description-generator,Product Description Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
random-emoji-generator,Random Emoji Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
random-country-generator,Random Country Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
random-date-generator,Random Date Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
random-choice-generator,Random Choice Generator,Random Generators,noindex,yes,strong,premium,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
game-idea-generator,Game Idea Generator,Gaming & Fantasy Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
rpg-character-generator,RPG Character Generator,Gaming & Fantasy Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
npc-generator,NPC Generator,Gaming & Fantasy Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
quest-generator,Quest Generator,Gaming & Fantasy Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
story-plot-generator,Story Plot Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
riddle-generator,Riddle Generator,Random Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
icebreaker-generator,Icebreaker Generator,Random Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
product-title-generator,Product Title Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
sku-generator,SKU Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
testimonial-generator,Testimonial Generator,AI Text & Writing Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
keyword-generator,Keyword Generator,SEO & Marketing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
faq-generator,FAQ Generator,SEO & Marketing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
license-key-generator,License Key Generator,Developer & Web Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
recovery-code-generator,Recovery Code Generator,Developer & Web Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
coupon-code-generator,Coupon Code Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
barcode-generator,Barcode Text Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
refund-policy-generator,Refund Policy Generator,SEO & Marketing Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
shipping-policy-generator,Shipping Policy Generator,SEO & Marketing Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
affiliate-disclosure-generator,Affiliate Disclosure Generator,SEO & Marketing Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
invoice-generator,Invoice Generator,Business & Brand Generators,noindex,yes,strong,premium,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
meeting-agenda-generator,Meeting Agenda Generator,Business & Brand Generators,noindex,yes,strong,premium,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
citation-generator,Citation Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
linkedin-post-generator,LinkedIn Post Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
facebook-post-generator,Facebook Post Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
headline-generator,Headline Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
meme-text-generator,Meme Text Generator,Creative & Story Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
startup-name-generator,Startup Name Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
photography-name-generator,Photography Business Name Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
art-name-generator,Art Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
avatar-name-generator,Avatar Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
video-game-name-generator,Video Game Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
text-summary-generator,Text Summary Generator,Utility Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
typography-generator,Typography Generator,Font & Text Style Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
wordart-generator,Word Art Generator,Font & Text Style Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
social-media-post-generator,Social Media Post Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
email-subject-generator,Email Subject Line Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
minecraft-text-generator,Minecraft Text Generator,Font & Text Style Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
dark-souls-text-generator,Dark Souls Message Generator,Gaming & Fantasy Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
star-wars-text-generator,Star Wars Text Generator,Gaming & Fantasy Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
spongebob-text-generator,Spongebob Text Generator,Font & Text Style Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
undertale-text-generator,Undertale Text Generator,Gaming & Fantasy Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
pokemon-text-generator,Pokemon Text Generator,Gaming & Fantasy Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
drag-name-generator,Drag Queen Name Generator,Creative & Story Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
gamertag-generator,Gamertag Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
dragonborn-name-generator,Dragonborn Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
email-name-generator,Email Address Name Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
synonym-generator,Synonym Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
footnote-generator,Footnote Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
all-caps-generator,ALL CAPS Generator,Font & Text Style Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
lowercase-generator,Lowercase Generator,Font & Text Style Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
corporate-speak-generator,Corporate Speak Generator,Random Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
random-word-generator,Random Word Generator,Random Generators,noindex,yes,strong,premium,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
dialogue-tag-generator,Dialogue Tag Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
name-tag-generator,Name Tag Generator,Utility Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
graffiti-text-generator,Graffiti Text Generator,Font & Text Style Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
tag-cloud-generator,Tag Cloud Generator,SEO & Marketing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
blog-tag-generator,Blog Tag Generator,SEO & Marketing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
random-height-generator,Random Height Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
essay-title-generator,Essay Title Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
